"","GEOID","NAME.x","TotalPopE","TotalPopM","WhitePopE","WhitePopM","Pct_White","Pct_White_moe","sum_under200","pct_under200","U200_moe_sum","U200_moe_prop","PercLEPE","PercLEPM"
"46","48201531500","Census Tract 5315, Harris County, Texas",3014,358,1173,295,38.9183808891838,8.6272243980835,796,26.480372588157,501.006985979238,0.163675070905183,6.3,6.1
"47","48201531700","Census Tract 5317, Harris County, Texas",3425,140,2596,239,75.7956204379562,6.25259730871691,259,7.61540723316672,193.277003288027,0.0567478122913707,1,1.6
"48","48201312300","Census Tract 3123, Harris County, Texas",1894,253,206,71,10.8764519535375,3.4556852795679,1008,53.220696937698,340.796126738553,0.165294821713724,5.9,3.9
"49","48201312800","Census Tract 3128, Harris County, Texas",2514,301,147,64,5.8472553699284,2.44758799557465,1371,89.1997397527651,363.31253763117,0.204926803185822,2.4,3
"50","48201312900","Census Tract 3129, Harris County, Texas",4022,554,396,203,9.84584783689707,4.86162315833116,1261,37.2525849335303,522.213557847745,0.149040189922347,0,2.4
"51","48201350200","Census Tract 3502, Harris County, Texas",8691,621,1828,293,21.0332527902428,3.01778039636322,2104,24.2089517892072,1005.76438592744,0.114424690626621,4,3.5
"52","48201340900","Census Tract 3409, Harris County, Texas",5036,495,1716,278,34.0746624305004,4.38811475467465,1744,34.7202866812662,716.37559980781,0.138521949111899,6.6,3.7
"53","48201342100","Census Tract 3421, Harris County, Texas",4212,286,1645,210,39.0550807217474,4.22199499854832,1258,29.9452511306832,526.709597406389,0.123685089293373,8.1,4.2
"54","48201350500","Census Tract 3505, Harris County, Texas",7912,761,782,284,9.88372093023256,3.46131041752013,3721,47.5770361846311,1290.03914669284,0.158333753502744,10.1,4.5
"55","48201410500","Census Tract 4105, Harris County, Texas",4630,525,3263,322,70.475161987041,10.5937269071259,818,17.6673866090713,638.692414233957,0.136484117441265,1.5,1.7
"56","48201411700","Census Tract 4117, Harris County, Texas",3208,348,1592,225,49.6259351620948,4.4957336638817,333,10.3802992518703,383.216648907638,0.118924652194835,1,1.4
"57","48201430800","Census Tract 4308, Harris County, Texas",5633,391,3519,326,62.4711521391798,3.8327368518074,517,9.1927453769559,469.348484603924,0.0832107388107864,6.1,3
"58","48201431700","Census Tract 4317, Harris County, Texas",4596,420,3792,335,82.5065274151436,10.4869796825636,484,10.6256860592755,503.999007935532,0.110225146451509,3.3,5.1
"59","48201432500","Census Tract 4325, Harris County, Texas",5501,748,1286,368,23.3775677149609,5.88620445343107,3637,66.3443998540679,1114.43932091433,0.182143181411007,22.6,6.5
"60","48201450200","Census Tract 4502, Harris County, Texas",5244,297,4021,392,76.6781083142639,6.08434507644657,468,8.92448512585812,392.947833687883,0.0747621781475228,6.5,4.7
"61","48201451800","Census Tract 4518, Harris County, Texas",5792,507,848,262,14.6408839779006,4.33813584042314,2151,37.1374309392265,817.844117176372,0.137409365846721,12.1,4.8
"62","48201452600","Census Tract 4526, Harris County, Texas",8907,1012,631,314,7.0843157067475,3.43219784926647,5346,60.02020882452,1676.52050390086,0.175437278288328,20,7.4
"63","48201233600","Census Tract 2336, Harris County, Texas",2095,322,61,47,2.91169451073986,2.19834699734945,1373,65.5369928400955,581.333811161883,0.258557806985103,6.8,5.7
"64","48201240400","Census Tract 2404, Harris County, Texas",8110,662,1282,313,15.8076448828607,3.63734011288536,3557,43.8594327990136,1542.3209782662,0.186774919708922,15.3,7.4
"65","48201252700","Census Tract 2527, Harris County, Texas",4157,376,2521,367,60.6446956940101,6.91762561446392,1612,39.0031454149528,622.810565099854,0.146568505774813,1.5,1.6
"66","48201252800","Census Tract 2528, Harris County, Texas",6917,763,1574,406,22.7555298539829,5.30579727258506,2918,42.1859187509036,1191.5536076904,0.165860209434826,7,4.9
"67","48201253100","Census Tract 2531, Harris County, Texas",11333,951,3398,484,29.9832348010236,3.45088964980128,1043,9.26863947391807,1030.82927781471,0.0912860820333467,0.9,1
"68","48201310100","Census Tract 3101, Harris County, Texas",5327,497,966,254,18.1340341655716,4.4579066473956,2696,50.6100994931481,865.466348277043,0.155454931465799,8.8,4.8
"69","48201411400","Census Tract 4114, Harris County, Texas",2711,364,2469,334,91.0734046477315,1.50241943958816,172,6.34452231648838,375.373147681077,0.138200688620188,2.1,2.3
"70","48201420500","Census Tract 4205, Harris County, Texas",3925,538,336,188,8.56050955414013,4.64385899158406,2921,77.3979862215156,854.09718416583,0.201117059583844,35.3,8.1
"71","48201220400","Census Tract 2204, Harris County, Texas",4190,477,178,80,4.24821002386635,1.84704133922656,2205,52.6252983293556,777.264433767556,0.175564145424248,48.3,8.5
"72","48201332900","Census Tract 3329, Harris County, Texas",5220,617,312,137,5.97701149425287,2.52764701744699,3183,62.9673590504451,963.931014129123,0.175590426477069,28.7,7.3
"73","48201410300","Census Tract 4103, Harris County, Texas",2874,250,1906,232,66.3187195546277,5.64655253144614,546,19.5558739255014,313.746713130194,0.111087727265835,1.6,1.7
"74","48201430400","Census Tract 4304, Harris County, Texas",3398,49,2508,221,73.8081224249559,6.41614748174559,216,6.35668040023543,106.878435617294,0.0314399761138495,0.5,0.7
"75","48201433400","Census Tract 4334, Harris County, Texas",4785,552,526,201,10.9926854754441,4.00463908228125,2651,55.4022988505747,810.436302247129,0.156848545465287,33.9,7.7
"76","48201452300","Census Tract 4523, Harris County, Texas",2405,299,292,136,12.1413721413721,5.44970076842688,1464,60.8731808731809,571.853127997041,0.225411409061593,31.9,8.3
"77","48201241300","Census Tract 2413, Harris County, Texas",11354,648,5046,514,44.4424872291703,3.74974094857051,1539,13.5546943808349,876.065066076716,0.0767703715536773,4.2,2.6
"78","48201253000","Census Tract 2530, Harris County, Texas",4464,505,1353,334,30.3091397849462,6.65018102456332,2092,46.8637992831541,873.081324963488,0.188260295903294,4.5,4.1
"79","48201310900","Census Tract 3109, Harris County, Texas",5322,785,173,103,3.25065764750094,1.87502859706072,3390,63.9984897111573,1114.85918393311,0.188553854818841,44.6,8.7
"80","48201552200","Census Tract 5522, Harris County, Texas",7798,623,2949,441,37.8173890741216,4.7805874509965,2360,30.2641703000769,1019.06035150034,0.128426028393554,6,4.4
"81","48201310300","Census Tract 3103, Harris County, Texas",4859,484,905,185,18.6252315291212,3.3247756615784,1888,39.0163256871254,709.153015928156,0.141565107935505,12,5
"82","48201311500","Census Tract 3115, Harris County, Texas",7433,932,255,202,3.43064711422037,2.68335087513622,3083,41.6003238429362,1370.42438682329,0.177329586263732,43.4,11.5
"83","48201311900","Census Tract 3119, Harris County, Texas",2600,352,173,106,6.65384615384615,3.97615517361145,1514,58.3429672447013,598.091966172427,0.216547557790053,23,8
"84","48201312500","Census Tract 3125, Harris County, Texas",3325,345,1756,297,52.812030075188,7.05400131161123,881,26.7455980570735,452.184696777766,0.134403694187589,3.2,2.5
"85","48201313300","Census Tract 3133, Harris County, Texas",2444,353,189,114,7.73322422258592,4.52877861562235,906,37.3146622734761,545.742613326099,0.21812520915578,2.9,2.7
"86","48201330400","Census Tract 3304, Harris County, Texas",4897,332,150,100,3.06309985705534,2.03147974939056,2594,53.1339614911921,677.074589687133,0.134014833420055,12.4,5
"87","48201321000","Census Tract 3210, Harris County, Texas",9294,1173,957,292,10.296965784377,2.86043031258953,5082,54.8634351721904,2156.75265155743,0.222209841379926,11,6.5
"88","48201322700","Census Tract 3227, Harris County, Texas",7850,792,1523,458,19.4012738853503,5.49623871081387,3284,41.8343949044586,1308.59581231181,0.161268274838692,11.3,6.2
"89","48201323600","Census Tract 3236, Harris County, Texas",7829,807,2711,446,34.6276663686295,4.43991362588628,2779,35.4962319581045,1220.81734915588,0.151581874718623,8.6,4.4
"90","48201332400","Census Tract 3324, Harris County, Texas",3906,502,40,56,1.02406554019457,1.42763792152541,2057,52.9199897092874,859.930811170294,0.210322249693652,0.5,0.9
"91","48201333300","Census Tract 3333, Harris County, Texas",10546,807,580,191,5.49971553195524,1.76153837812994,6434,61.1422598118407,1618.87028510625,0.146613886705453,28.5,6.1
"92","48201333800","Census Tract 3338, Harris County, Texas",10980,891,825,184,7.51366120218579,1.56091845099795,5030,45.8105646630237,1647.10473255346,0.145330466354108,16.3,5.7
"93","48201340700","Census Tract 3407, Harris County, Texas",8147,742,3037,548,37.277525469498,5.80669852984925,2042,25.4138145612943,1157.54740723652,0.1419129921222,3.3,3.8
"94","48201343100","Census Tract 3431, Harris County, Texas",4823,358,2961,286,61.3933236574746,3.79432974693823,701,14.5345220816919,442.435306005296,0.0910978413671772,2,1.7
"95","48201343200","Census Tract 3432, Harris County, Texas",5233,300,2974,304,56.8316453277279,4.8096550067017,584,11.1599464934072,400.991271725458,0.0763598636545842,1.4,1.6
"96","48201350400","Census Tract 3504, Harris County, Texas",6758,480,960,349,14.2053862089376,5.06472757663797,2568,38.0557202133966,804.853402800783,0.116199714489108,11,5.3
"97","48201211400","Census Tract 2114, Harris County, Texas",3837,473,325,115,8.47015897836852,2.80937146826933,2526,65.8326817826427,799.490462732358,0.191909656394869,11.1,5.4
"98","48201211500","Census Tract 2115, Harris County, Texas",6929,657,69,44,0.995814691874729,0.627953071230233,4262,61.9116792562464,1061.08340859708,0.142174919952348,36.4,6.9
"99","48201211600","Census Tract 2116, Harris County, Texas",2749,297,118,75,4.29246998908694,2.68856093089927,1422,52.7057079318013,480.556968527146,0.167220472762725,14.2,6.8
"100","48201320200","Census Tract 3202, Harris County, Texas",5548,744,337,215,6.07426099495314,3.78869258350915,2959,53.3345349675559,1188.56215655724,0.20194073557505,28.7,9.3
"101","48201321700","Census Tract 3217, Harris County, Texas",3307,286,521,89,15.7544602358633,2.32088110348019,1017,30.7529482915029,447.953122547438,0.132819366109588,2.1,1.7
"102","48201322600","Census Tract 3226, Harris County, Texas",5772,443,1608,290,27.8586278586279,4.54658939199535,2533,43.8842688842689,919.910321716199,0.155775010231583,8.5,4.9
"103","48201323500","Census Tract 3235, Harris County, Texas",5905,486,704,135,11.922099915326,2.06492060801558,3859,65.3513971210838,875.108564693547,0.138092923150124,17.2,4.4
"104","48201331200","Census Tract 3312, Harris County, Texas",3285,479,76,71,2.31354642313546,2.13484994975781,1850,56.3165905631659,800.891378402839,0.229556911816847,0.7,1.1
"105","48201330200","Census Tract 3302, Harris County, Texas",4263,428,88,82,2.06427398545625,1.91233032774157,2040,47.9435957696827,742.635172881005,0.167802114104662,17.8,8.1
"106","48201330500","Census Tract 3305, Harris County, Texas",5048,662,124,101,2.45641838351822,1.97468928576725,2833,57.9345603271984,979.248181004182,0.188354686362146,18.8,6.4
"107","48201330700","Census Tract 3307, Harris County, Texas",9909,929,333,204,3.3605812897366,2.03448314351125,5833,58.8656776667676,2043.33428493724,0.198687634725461,17.3,9
"108","48201331500","Census Tract 3315, Harris County, Texas",9730,988,300,197,3.08324768756423,2.00031360466821,3688,38.0716424073501,1546.24836297407,0.154904460039904,0,1.3
"109","48201332300","Census Tract 3323, Harris County, Texas",3143,397,6,9,0.190900413617563,0.285333552822794,1785,57.395498392283,638.827050147378,0.192456873765905,8.4,6
"110","48201333100","Census Tract 3331, Harris County, Texas",4052,512,229,91,5.65153010858835,2.12924435579605,1654,40.8193484698914,752.147591899356,0.178313979231342,26.4,8.5
"111","48201333500","Census Tract 3335, Harris County, Texas",6360,737,389,169,6.11635220125786,2.56096396780964,3675,58.0018939393939,1319.70564899905,0.197244454072352,27.4,7.8
"112","48201333600","Census Tract 3336, Harris County, Texas",4058,472,665,160,16.3873829472647,3.45149034429862,1705,42.0157713159192,808.514069141657,0.193153098396141,5.5,5.2
"113","48201350300","Census Tract 3503, Harris County, Texas",6769,566,2563,410,37.8637908110504,5.16369601266726,1001,14.7880041365047,887.452533941957,0.130520996981341,1.9,1.9
"114","48201410200","Census Tract 4102, Harris County, Texas",5237,594,3806,457,72.675195722742,2.86373694538418,667,12.736299408058,673.726205516751,0.127833703912202,2.5,2
"115","48201411300","Census Tract 4113, Harris County, Texas",4041,507,2505,325,61.9896065330364,2.04789911076806,678,16.865671641791,562.195695465556,0.13831169011945,1.7,1.9
"116","48201411900","Census Tract 4119, Harris County, Texas",3173,371,2513,319,79.1994957453514,3.91417713205223,632,20.4266321913381,464.058186006884,0.148059480102098,8.2,6.8
"117","48141004309","Census Tract 43.09, El Paso County, Texas",5352,502,385,178,7.19357249626308,3.25669712107099,2000,37.5727972947586,988.493803723625,0.182095568646268,19.9,9.5
"118","48141010207","Census Tract 102.07, El Paso County, Texas",8510,991,1976,518,23.219741480611,5.45340253544074,2337,27.6797346914604,1290.48014320252,0.149295985291982,14.8,5.2
"119","48141010312","Census Tract 103.12, El Paso County, Texas",3782,357,572,115,15.1242728714966,2.68473348872307,1419,37.5198307773665,576.943671427289,0.148381698164375,13.5,6.8
"120","48201420200","Census Tract 4202, Harris County, Texas",2736,316,858,172,31.359649122807,5.1383072615185,861,31.469298245614,471.520943331259,0.168463265601048,5.6,3.7
"121","48201423500","Census Tract 4235, Harris County, Texas",1993,181,738,107,37.0296036126443,4.18503109950387,444,22.2779729051681,257.318868332658,0.127516213797241,15.6,6.2
"122","48201430600","Census Tract 4306, Harris County, Texas",3966,17,2837,238,71.5330307614725,5.99317003315218,279,7.06686930091185,177.530279107537,0.0449632627254865,3,2.6
"123","48201433100","Census Tract 4331, Harris County, Texas",4033,457,25,26,0.619885940986858,0.640843253519562,2735,67.8155219439623,835.070655693277,0.192271711087344,49.5,11.3
"124","48201440100","Census Tract 4401, Harris County, Texas",7115,762,1063,288,14.9402670414617,3.71811202322938,2426,34.2849067269644,1206.40125994629,0.166424792093773,13.6,6
"125","48201450600","Census Tract 4506, Harris County, Texas",4060,483,2815,339,69.3349753694581,1.29657606609137,805,19.8275862068966,665.41415674751,0.1621888239243,6,4.6
"126","48201450700","Census Tract 4507, Harris County, Texas",6507,457,5823,483,89.4882434301522,3.94931400682553,472,7.27945712523134,531.005649687459,0.0817289192206233,1.7,1.8
"127","48201454600","Census Tract 4546, Harris County, Texas",4898,463,2794,376,57.0436913025725,5.46387170731471,1118,22.8256431196407,700.982881388697,0.141480305035052,10.5,7.3
"128","48201510600","Census Tract 5106, Harris County, Texas",6203,526,3852,544,62.0989843624053,7.01304856809427,628,10.1241334837982,618.789140176199,0.0993863307529717,2.5,2.3
"129","48201510800","Census Tract 5108, Harris County, Texas",7958,576,5740,628,72.1286755466198,5.91770556712734,569,7.15003769791405,642.776788628837,0.0806051830887199,0.4,0.7
"130","48201520400","Census Tract 5204, Harris County, Texas",3420,468,724,162,21.1695906432749,3.7477584806953,2608,76.2573099415205,764.330425928472,0.197630248742701,25.6,7.4
"131","48201521000","Census Tract 5210, Harris County, Texas",2426,229,591,122,24.361088211047,4.47230135071566,1330,54.8227535037098,449.451888415212,0.177890315200678,19.8,7
"132","48201521700","Census Tract 5217, Harris County, Texas",6867,716,817,325,11.8974807048202,4.56731168702885,4402,64.5359917900601,1305.71704438596,0.179252207074728,33.5,7.6
"133","48141003803","Census Tract 38.03, El Paso County, Texas",2995,352,185,147,6.17696160267112,4.85419369323532,1755,58.8531187122736,637.412739125914,0.202149175890057,35.5,11
"134","48141001600","Census Tract 16, El Paso County, Texas",4143,561,476,190,11.4892589910693,4.31410287353421,2759,69.0095047523762,833.445259150234,0.187987851032346,36.2,8.4
"135","48141003502","Census Tract 35.02, El Paso County, Texas",4293,498,291,107,6.77847658979734,2.36514319688014,3208,74.7262986256697,858.971477989811,0.180334136763044,40.2,8.2
"136","48141001110","Census Tract 11.10, El Paso County, Texas",5644,686,1375,278,24.3621545003544,3.93615069213565,2051,36.598857958601,922.782747996515,0.158545061888503,22.1,6.3
"137","48141004307","Census Tract 43.07, El Paso County, Texas",5807,706,1016,327,17.4961253659377,5.21392198138932,2358,40.6762118337071,1041.99472167569,0.172806143834121,5.1,4.7
"138","48201220100","Census Tract 2201, Harris County, Texas",2208,266,10,15,0.452898550724638,0.677153269173523,1374,62.2282608695652,472.51984085327,0.200443174552471,19.6,6.8
"139","48201221600","Census Tract 2216, Harris County, Texas",9861,815,506,168,5.13132542338505,1.65005164252271,5120,51.9217117939357,1668.18524151246,0.163636750969857,64.5,6.5
"140","48201222800","Census Tract 2228, Harris County, Texas",3148,295,336,81,10.6734434561626,2.37070165709733,2140,67.9796696315121,517.504589351631,0.151546652183917,54.5,8.8
"141","48201230200","Census Tract 2302, Harris County, Texas",4937,666,74,79,1.49888596313551,1.58733550141938,2999,61.2665985699694,1005.21341017716,0.18806258964482,3.4,3.4
"142","48201231900","Census Tract 2319, Harris County, Texas",7687,979,195,159,2.53675035774685,2.04304028272293,3645,47.7782147070389,1591.28878585881,0.198881297963273,6.6,5.8
"143","48201251200","Census Tract 2512, Harris County, Texas",6572,574,4154,467,63.2075471698113,4.47406603006233,2066,31.4363968350578,1046.41817644764,0.156838520580088,4.3,3.7
"144","48201254600","Census Tract 2546, Harris County, Texas",3446,384,512,136,14.8578061520604,3.58252503427522,1476,42.8322692977365,639.022691302899,0.179191252342481,18.6,9.1
"145","48201251600","Census Tract 2516, Harris County, Texas",6551,738,4925,582,75.1793619294764,2.68308353378076,1257,19.187910242711,912.92113569574,0.137669314046032,0,1.9
"146","48201253500","Census Tract 2535, Harris County, Texas",9964,947,1946,538,19.5303091128061,5.07034933347097,4136,42.0069063579118,1560.99871876949,0.153551165794273,6.9,4.1
"147","48201254500","Census Tract 2545, Harris County, Texas",1843,179,150,78,8.13890396093326,4.15775237145416,913,49.5387954422138,327.157454446632,0.170868610582765,8.9,4.8
"148","48201310500","Census Tract 3105, Harris County, Texas",4507,639,186,79,4.12691368981584,1.65228741983474,2483,55.0920789882405,952.598551332092,0.196397311552708,27.4,7.7
"149","48201311400","Census Tract 3114, Harris County, Texas",1541,244,39,41,2.53082414016872,2.63025911303565,712,46.2037637897469,377.851822808889,0.234030856439933,21.4,10.6
"150","48201240600","Census Tract 2406, Harris County, Texas",2792,323,29,23,1.03868194842407,0.814971223551932,2108,75.5014326647565,537.198287413502,0.171437661522328,36,8.6
"151","48201241200","Census Tract 2412, Harris County, Texas",7660,651,2507,479,32.7284595300261,5.60059018208129,2942,38.4073107049608,1139.52533977968,0.145137905926359,7.1,4.1
"152","48201250600","Census Tract 2506, Harris County, Texas",8403,793,1605,450,19.1003213138165,5.04275934905092,4576,55.92764605231,1573.10139533343,0.184383867815659,8.6,4
"153","48201251000","Census Tract 2510, Harris County, Texas",3094,390,1772,289,57.2721396250808,5.9271744156908,462,14.9321266968326,441.581249601928,0.14147524246508,2.4,3.5
"154","48201251800","Census Tract 2518, Harris County, Texas",2148,257,1412,164,65.7355679702048,10.961375175225,616,28.6778398510242,352.607430437874,0.160530169775304,0,5.5
"155","48201252100","Census Tract 2521, Harris County, Texas",2274,319,973,206,42.7880386983289,6.78496421302318,1053,46.6548515728844,497.864439380842,0.211199020128952,5.4,4.4
"156","48201252200","Census Tract 2522, Harris County, Texas",9502,827,1328,377,13.9760050515681,3.77652320410279,3094,32.5890035812092,1274.08947880437,0.131162641808765,8.9,4.6
"157","48201232500","Census Tract 2325, Harris County, Texas",4300,624,597,175,13.8837209302326,3.53606754297594,1852,60.4241435562806,776.045746074289,0.233053746806214,21,8.7
"158","48201232600","Census Tract 2326, Harris County, Texas",3210,236,415,200,12.9283489096573,6.15760160002115,1142,35.5763239875389,453.963654932859,0.138981909137047,4.9,3.1
"159","48201241400","Census Tract 2414, Harris County, Texas",9781,1347,5368,709,54.8819139147326,10.4723190959719,3119,32.1016879374228,2231.48717226875,0.225278878198132,3.8,2.6
"160","48201542400","Census Tract 5424, Harris County, Texas",12874,1233,3204,438,24.8873698928072,2.42767014488632,3738,29.257983719474,1849.78296024155,0.14200112097648,10.1,4.3
"161","48201550700","Census Tract 5507, Harris County, Texas",3892,370,262,115,6.73175745118191,2.88464240557181,1338,34.7713097713098,567.031745143074,0.143823530074404,10.5,4.9
"162","48201321800","Census Tract 3218, Harris County, Texas",4274,578,136,84,3.18203088441741,1.91768260986144,1778,41.6003743565746,856.008761637403,0.192219023487616,14.6,7.3
"163","48201313600","Census Tract 3136, Harris County, Texas",4620,564,310,184,6.70995670995671,3.89753580399666,2671,57.8138528138528,862.823852243319,0.172908809766151,3.7,3.1
"164","48201320500","Census Tract 3205, Harris County, Texas",4585,400,360,120,7.85169029443839,2.52600138411648,1490,32.4972737186478,685.287530894879,0.146749415695852,25.5,9.3
"165","48201321500","Census Tract 3215, Harris County, Texas",2965,361,102,94,3.44013490725126,3.14253028363877,1740,58.6846543001686,548.035582786373,0.170466235373332,25.3,8.1
"166","48201331300","Census Tract 3313, Harris County, Texas",5460,978,92,90,1.68498168498168,1.62048468691128,3306,60.6716828775922,1446.87145247945,0.242621407568317,2,3.1
"167","48201331900","Census Tract 3319, Harris County, Texas",3665,434,46,42,1.25511596180082,1.13629641348123,1635,44.6111869031378,753.074365517775,0.198570364642294,2,3.1
"168","48201342200","Census Tract 3422, Harris County, Texas",3772,467,1292,327,34.2523860021209,7.56112399666093,1465,40.2472527472528,676.714858710816,0.17862788057383,4.9,4.1
"169","48201332000","Census Tract 3320, Harris County, Texas",6191,677,207,127,3.34356323695687,2.01851809785369,4089,66.5310771233323,1196.78736624348,0.180758555154438,4.8,3.9
"170","48201332200","Census Tract 3322, Harris County, Texas",5229,659,16,26,0.305985848154523,0.495729367977446,2984,57.0663606808185,1156.08866441982,0.209067291503595,6.4,4.6
"171","48201341700","Census Tract 3417, Harris County, Texas",3268,348,2147,239,65.6976744186046,2.13108790474134,767,23.4700122399021,576.225650244763,0.174543398796312,0,3.2
"172","48201342400","Census Tract 3424, Harris County, Texas",3358,366,1357,241,40.4109589041096,5.66638174217668,1220,36.3311494937463,583.237515940119,0.169111715091906,10.7,6.4
"173","48201350100","Census Tract 3501, Harris County, Texas",17237,1596,4698,744,27.2553228520044,3.5016850171335,3522,20.507744264586,2407.74583376236,0.138887546265061,7.8,4.7
"174","48201412500","Census Tract 4125, Harris County, Texas",1596,136,1187,127,74.3734335839599,4.81197641713357,123,7.70676691729323,147.692247596142,0.092305683567072,6.3,3.7
"175","48201410800","Census Tract 4108, Harris County, Texas",4215,333,3025,361,71.7674970344009,6.4191591733419,843,20,432.482369582854,0.101381631703856,5.3,3.9
"176","48201410900","Census Tract 4109, Harris County, Texas",2869,276,1880,311,65.5280585569885,8.81858174444378,560,19.5189961659115,347.462228163005,0.119644644874577,0.4,0.7
"177","48201413100","Census Tract 4131, Harris County, Texas",3164,239,2300,248,72.692793931732,5.59337023806837,180,5.6890012642225,269.087346413762,0.0849379307054445,1.2,1.4
"178","48201420800","Census Tract 4208, Harris County, Texas",2348,192,1657,178,70.5706984667802,4.91624994281683,129,5.49403747870528,198.977385649727,0.0846241820188406,2.3,1.8
"179","48201420900","Census Tract 4209, Harris County, Texas",7061,375,4731,491,67.0018410989945,5.97425789343251,247,3.50255246738514,401.74867765806,0.0569391742571349,1.9,2.2
"180","48201430100","Census Tract 4301, Harris County, Texas",5983,727,3893,593,65.0676917934147,5.97699057940678,976,16.8828922331777,795.711002814464,0.135967647443945,1.5,1.4
"181","48201432300","Census Tract 4323, Harris County, Texas",7580,516,1444,354,19.0501319261214,4.48652342089556,3900,51.4511873350923,1010.19552562858,0.128586425509081,18.7,6.1
"182","48141010316","Census Tract 103.16, El Paso County, Texas",4214,402,386,88,9.15994304698624,1.89666338948471,1792,42.5249169435216,692.366954728488,0.159214695586996,12.3,4.9
"183","48141010501","Census Tract 105.01, El Paso County, Texas",4571,530,173,108,3.78472981842048,2.32161114015506,2785,61.6969428444838,919.11261551564,0.190499186014289,54.1,10.7
"184","48141010504","Census Tract 105.04, El Paso County, Texas",1231,238,21,25,1.70593013809911,2.00390791745062,924,75.0609260763607,362.092529610872,0.255853365495728,62.2,11.4
"185","48141000101","Census Tract 1.01, El Paso County, Texas",7480,705,1732,348,23.1550802139037,4.10877446967933,3395,46.4686558992609,1205.47874307264,0.159211793911791,10.8,5.4
"186","48141000109","Census Tract 1.09, El Paso County, Texas",4073,420,447,222,10.9747115148539,5.33174724917664,2031,51.1586901763224,795.072323754261,0.193069142763691,17.8,8.5
"187","48141000302","Census Tract 3.02, El Paso County, Texas",5711,680,193,90,3.3794431798284,1.52366873187334,4327,75.8856541564363,1283.04715423869,0.20613295376023,25.2,6.1
"188","48141000800","Census Tract 8, El Paso County, Texas",5587,731,237,130,4.24199033470557,2.25966627297346,3158,56.8906503332733,1144.19054357218,0.192185718753262,19.2,6.2
"189","48141001002","Census Tract 10.02, El Paso County, Texas",3703,536,129,81,3.48366189576019,2.12850126027576,2447,66.2604928242621,839.546901608242,0.206324699516702,28.5,7.4
"190","48141001113","Census Tract 11.13, El Paso County, Texas",7546,822,1940,501,25.7089848926584,6.01972331363339,3476,46.064139941691,1313.73627490452,0.166709011163959,21.6,7.2
"191","48201452000","Census Tract 4520, Harris County, Texas",8360,995,1500,431,17.9425837320574,4.69241923448174,2296,27.4641148325359,1310.38429477768,0.153298312015513,9,5.7
"192","48201453200","Census Tract 4532, Harris County, Texas",8720,877,589,292,6.7545871559633,3.27899223419764,5863,67.8352423926877,1675.3909991402,0.181031709872006,33.6,8.2
"193","48201453700","Census Tract 4537, Harris County, Texas",9804,951,529,288,5.39575683394533,2.89057318635569,4451,46.2393517556618,1606.61351917628,0.160867065068938,20,7.5
"194","48201455000","Census Tract 4550, Harris County, Texas",2916,237,1735,230,59.4993141289438,6.23117046286281,579,19.8559670781893,330.983383268707,0.112352862117677,6.5,5.1
"195","48201510100","Census Tract 5101, Harris County, Texas",2188,261,917,130,41.9104204753199,3.21056370278333,295,13.8562705495538,276.12135013432,0.128703304304782,0.6,1.1
"196","48201510500","Census Tract 5105, Harris County, Texas",3325,284,2156,279,64.8421052631579,6.30354674289696,188,5.65413533834587,293.013651559104,0.0879919765927121,0.5,0.8
"197","48201511400","Census Tract 5114, Harris County, Texas",3190,205,2084,195,65.3291536050157,4.44314183535625,769,24.1444270015699,335.216348050032,0.104083493329454,3.5,3.2
"198","48141001203","Census Tract 12.03, El Paso County, Texas",816,94,38,35,4.65686274509804,4.25553640629263,625,76.593137254902,226.190185463472,0.262776513451862,36.4,11.8
"199","48141001302","Census Tract 13.02, El Paso County, Texas",6979,549,2383,440,34.1452930219229,5.70382398659854,1374,19.7272074659009,866.687371547549,0.123473504935468,6.9,4.8
"200","48141001800","Census Tract 18, El Paso County, Texas",1167,207,22,31,1.88517566409597,2.63525325416067,914,78.3204798628963,347.269347913115,0.26315561046785,72.3,10.7
"201","48141002300","Census Tract 23, El Paso County, Texas",4202,517,427,154,10.1618277010947,3.44506258277875,2599,62.31119635579,813.922600742847,0.178879225084178,18.2,6.7
"202","48141003100","Census Tract 31, El Paso County, Texas",3128,416,24,37,0.767263427109974,1.17845496960813,2476,79.9225306649451,739.784428059959,0.213448748186004,36.2,10.7
"203","48141003403","Census Tract 34.03, El Paso County, Texas",6079,654,1023,250,16.8284257279158,3.69256558770428,3083,50.715578220102,1323.61474757574,0.21078858450017,13.1,6.9
"204","48141004002","Census Tract 40.02, El Paso County, Texas",9699,708,234,204,2.41261985771729,2.09592343057107,6734,69.429838127642,1934.02533592505,0.19285629269944,37.7,9.6
"205","48141004310","Census Tract 43.10, El Paso County, Texas",5567,384,605,131,10.8676127178013,2.23055796391881,2893,51.9669480869409,821.707977325278,0.143184638206381,13.5,5.7
"206","48141004311","Census Tract 43.11, El Paso County, Texas",4090,343,865,169,21.1491442542787,3.73200945965845,1283,31.3691931540342,474.921046069765,0.11309833450538,12.7,5
"207","48141004314","Census Tract 43.14, El Paso County, Texas",4809,409,318,111,6.6126013724267,2.23860927898572,2152,46.0813704496788,635.708266424151,0.13100014892903,11.4,3.8
"208","48141010101","Census Tract 101.01, El Paso County, Texas",5939,565,2454,506,41.3200875568278,7.55892264640955,1239,33.5499593826158,631.793478915381,0.166893173834826,9.5,11.6
